FileName, AdjustedDuplicateLOC
HzApplications\OBMT\Calibration\OBMT_CaliperZeroAccumTask_OBMTi.cpp,16
HzApplications\OBMT\Calibration\OBMT_CaliperZeroCaliCompMod_OBMTi.cpp,14
HzApplications\OBMT\Calibration\OBMT_CaliperZeroCaliCompTask_OBMTi.cpp,33
HzApplications\OBMT\Calibration\OBMT_DfCoeffCalibApplication.cpp,10
HzApplications\OBMT\Common\OBMTHardware.h,7
HzApplications\OBMT\Equipment\OBMT_SingleElementSegment_Sonde_OBMSA.cpp,12
HzApplications\OBMT\Equipment\OBMT_SingleElementSegment_Sonde_OBMSC.cpp,12
HzApplications\OBMT\Equipment\OBMT_SingleElementSegment_Sonde_OBMSF.cpp,12
HzApplications\OBMT\Equipment\OBMT_SingleElementSegment_Sonde_OBMSH.cpp,12
HzApplications\OBMT\Equipment\OBMT_SingleElementSegment_Sonde_OBMSJ.cpp,12
HzApplications\OBMT\Equipment\OBMT_SingleElementSegmentSondeImpl.cpp,10
HzApplications\OBMT\Equipment\OBMT_Tool_OBMTB.cpp,20
HzApplications\OBMT\Equipment\OBMT_Tool_OBMTD.cpp,15
HzApplications\OBMT\Equipment\OBMT_Tool_OBMTE.cpp,20
HzApplications\OBMT\Equipment\OBMT_Tool_OBMTF.cpp,20
HzApplications\OBMT\Equipment\OBMT_Tool_OBMTH.cpp,15
HzApplications\OBMT\Equipment\OBMT_ToolImpl.cpp,14
HzApplications\OBMT\GraphicsModule\DualOBMI.cpp,114
HzApplications\OBMT\GraphicsModule\OBMI.cpp,47
HzApplications\OBMT\OBMTUnitTest_GTest\InclinometrySearchTest.cpp,84
HzApplications\OBMT\Simulation\OBMT_LoggingSimulator.cpp,16
HzApplications\OBMT\Simulation\OBMT_LoggingSimulator.h,9
HzApplications\OBMT\Simulation\OBMT_SimModuleUI.cpp,23
HzApplications\OBMT\Simulation\OBMT_SimModuleUI.h,16
HzApplications\PERFO\AS_ERS\Acquisition\AS_ERS_Release_AcqModule.h,9
HzApplications\PERFO\AS_ERS\Equipment\AS_ERS_Tool.cpp,24
HzApplications\PERFO\Common\CustomUI\CasingCollarLocator.cs,8
HzApplications\PERFO\Common\CustomUI\Gun.cs,69
HzApplications\PERFO\Common\CustomUI\PerfoCommon.cs,7
HzApplications\PERFO\Common\Include\PerfoCommonUtils.h,24
HzApplications\PERFO\Common\Include\PerfoWITMReg.h,26
HzApplications\PERFO\MPBT\Computation\Perfo_MPBT_DFModule.cpp,12
HzApplications\PERFO\MPBT\CustomUI\Common\MPBTCommon.cs,10
HzApplications\PERFO\MPBT\CustomUI\MPBTSurfaceCheckUI.cs,16
HzApplications\PERFO\MPBT\Simulation\Perfo_MPBT_RCCUR_SimModule.cpp,12
HzApplications\PERFO\PerfoTools\Acquisition\PerfoGunToolPowerAcqModule.cpp,93
HzApplications\PERFO\PerfoTools\Acquisition\PerfoGunToolPowerAcqModule.h,9
HzApplications\PERFO\PerfoTools\Common\PerfoUtility.h,10
HzApplications\PERFO\PerfoTools\Equipment\Fractal\PerfoFractalSelectGunSegment.cpp,8
HzApplications\PERFO\PerfoTools\Equipment\GunTool.cpp,8
HzApplications\PERFO\PerfoTools\Equipment\PerfoExpendableSegment.cpp,19
HzApplications\PERFO\PerfoTools\Equipment\PerfoGenericTool.cpp,19
HzApplications\PERFO\PerfoTools\Equipment\PerfoSharedEnsemble.cpp,36
HzApplications\PERFO\PerfoTools\Include\PerfoSoftware.h,12
HzApplications\PERFO\PerfoTools\PerfoUIP\Controls\CustomGaugeViewer.cs,42
HzApplications\PERFO\PerfoTools\PerfoUIP\Gun.cs,69
HzApplications\PERFO\PerfoTools\PerfoUIP\MSTest\ASQueryTaskUI_UnitTest.cs,16
HzApplications\PERFO\PerfoTools\PerfoUIP\PerfoExpress\CustomEditorColumns\VCLimitsEditor.cs,25
HzApplications\PERFO\PerfoTools\PerfoUIP\PerfoExpress\CustomEditorColumns\WindowsEditor.cs,25
HzApplications\PERFO\PerfoTools\PerfoUIP\PerfoExpress\CustomEditorColumns\WiresEditor.cs,12
HzApplications\PERFO\PerfoTools\PerfoUIP\PerfoIntervalSummary.cs,7
HzApplications\PERFO\PerfoTools\PerfoUIP\PerfoToolBar.cs,7
HzApplications\PERFO\PerfoTools\PerfoUIP\SurfaceHotCheckTaskUI.cs,8
HzApplications\PERFO\PerfoTools\SimulationUI\Perfo_SimUI.cs,16
HzApplications\PERFO\SafetyBarrier\Acquisition\SafetyBarrierAcqModule.h,9
HzApplications\PERFO\SafetyBarrier\Equipment\SafetyBarrierTool.cpp,32
HzApplications\PERFO\Viceroy\Common\ViceroyToolStringHelper.cpp,14
HzApplications\PERFO\Viceroy\Equipment\ViceroyToolBase.cpp,8
HzApplications\PERFO\WPIT\Calibration\Perfo_WPITAC_GyroSurfaceCaliTask.cpp,19
HzApplications\PERFO\WPIT\Calibration\Perfo_WPITAC_InclinometerSurfaceAccumTask.cpp,19
HzApplications\PERFO\WPIT\Computation\Perfo_WPITAC_DF_Common.h,10
HzApplications\PERFO\WPIT\Computation\Perfo_WPITAC_RBnSDEV_DfModule.cpp,10
HzApplications\PERFO\WPIT\Equipment\Perfo_WPITAC_ToolElement_WPIT25.cpp,41
HzApplications\PERFO\WPIT\Equipment\Perfo_WPITAC_ToolElement_WPIT45.cpp,41
HzApplications\PERFO\WPIT\Include\WPIT_System.h,9
HzApplications\PERFO\WPIT\Include\WPIT_Utility.h,10
HzApplications\PERFO\WPIT\Simulation\Perfo_WPITAC_RTIX_SimModule.cpp,43
HzApplications\PERFO\WPIT\Simulation\Perfo_WPITAC_RTIY_SimModule.cpp,43
HzApplications\PERFO\WPIT\WPITUI\Controls\CustomGaugeViewer.cs,42
HzApplications\PERFO\WPIT\WPITUI\GDCTCustomParameterUI.cs,24
HzApplications\PERFO\WPIT\WPITUI\MyMessageBox.cs,22
HzApplications\PERFO\WPP\WPST2\Acquisition\WPST_AcqModule.cpp,37
HzApplications\PERFO\WPP\WPST2\Common\ToolStringParser.cpp,62
HzApplications\PERFO\WPP\WPST2\Task\WPST_SequenceModule.cpp,37
HzApplications\PeriScope15\PeriScope15_675\PeriScope15_675B\Equipment\PeriScope15_675BTool.cpp,13
HzApplications\PeriScope15\PeriScope15_675\PeriScope15_675D\Equipment\PeriScope15_675DTool.cpp,26
HzApplications\PeriScope15\PeriScope15_825\Equipment\PeriScope15_825Tool.cpp,13
HzApplications\PeriScope15\PeriScope15_EquipmentBase\PeriScope_ToolBase.h,23
HzApplications\PeriScope15\PeriScope15Common\PeriScope15_Calibrations.h,21
HzApplications\PeriScope15\PeriScope15Common\PeriScope15_HSPMAcqModule.cpp,15
HzApplications\PeriScope15\PeriScope15Common\PeriScope15_R1R2AmpNorm_BModImpl.h,8
HzApplications\PeriScope15\PeriScope15Common\PeriScope15_R3R4AmpNorm_BModImpl.h,8
HzApplications\PEX\HDRS_SimUI\HRCC_SimUI.cs,11
HzApplications\PEX\HDRS_SimUI\HRCC_TrainingSimUI.cs,11
HzApplications\PEX\HDRS_WaveformViewer\WvHDRS_TM.cs,8
HzApplications\PEX\HGNS_PlateauUI\HGNS_PlateauUI.cs,86
HzApplications\PEX\HILT\HGNS\HgnsAcquisition\HgnsAcqModule.cpp,14
HzApplications\PEX\HILT\HGNS\HgnsCalibration\HGNS_CntPlateauAccumTask.cpp,21
HzApplications\PEX\HILT\HGNS\HgnsCalibration\HGNS_CntPlateauAccumTask.h,7
HzApplications\PEX\HILT\HGNS\HgnsCalibration\HGNS_GrPlateauAccumTask.cpp,21
HzApplications\PEX\HILT\HGNS\HgnsCalibration\HGNS_GrPlateauAccumTask.h,7
HzApplications\PEX\HILT\HGNS\HgnsCalibration\HGNS_GrPlusCheckCompTask.cpp,12
HzApplications\PEX\HILT\HGNS\HgnsCalibration\HgnsGenericAccumulationTaskImpl.cpp,38
HzApplications\PEX\HILT\HGNS\HgnsCalibration\HgnsGenericAccumulationTaskImpl.h,65
HzApplications\PEX\HILT\HGNS\HgnsCalibration\HgnsGenericEEPromTaskImpl.h,36
HzApplications\PEX\HILT\HGNS\HgnsCalibration\HgnsPlateauAccumTask.h,18
HzApplications\PEX\HILT\HGNS\HgnsCalibration\HgnsPlateauCheckAccumTaskBase.cpp,13
HzApplications\PEX\HILT\HGNS\HgnsCalibration\HgnsRegularAccumTaskBase.cpp,13
HzApplications\PEX\HILT\HGNS\HgnsComputation\HgnsHenvirCommon.h,24
HzApplications\PEX\HILT\HGNS\HgnsComputation\HgnsHenvirCorrections.cpp,180
HzApplications\PEX\HILT\HGNS\TnD\AccHorizontalAnalystDecorator.cpp,7
HzApplications\PEX\HILT\HGNS\TnD\AccVerticalAnalystDecorator.cpp,7
HzApplications\PEX\HILT\HGNS\TnD\HGNS_AccPromTnDTask.cpp,23
HzApplications\PEX\HILT\HGNS\TnD\HGNS_AccPromTnDTask.h,64
HzApplications\PEX\HILT\HGNS\TnD\HGNS_ResultAnalysisTnDTask.cpp,18
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_CntHVTest.cpp,51
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_CntHVTest.h,58
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_CntPlateau.cpp,29
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_CntPlateau.h,19
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_CntPulseCounts.cpp,44
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_CntPulseCounts.h,49
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_CntShutdown.cpp,41
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_CntShutdown.h,49
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_CntZeroCounts.cpp,44
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_CntZeroCounts.h,49
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_GrHVTest.cpp,40
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_GrHVTest.h,58
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_GrPlateau.cpp,29
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_GrPlateau.h,19
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_GrPulseCounts.cpp,34
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_GrPulseCounts.h,49
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_GrShutdown.cpp,41
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_GrShutdown.h,49
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_GrZeroCounts.cpp,35
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_GrZeroCounts.h,49
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_PowerUpStatusCheck.cpp,14
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_PowerUpStatusCheck.h,42
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_PromCntCheck.cpp,35
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_PromCntCheck.h,77
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_PromGrCheck.cpp,35
HzApplications\PEX\HILT\HGNS\TnD\HGNS_TnDTask_PromGrCheck.h,77
HzApplications\PEX\HILT\HiltAnswerProducts\LithologyImageModule.cpp,14
HzApplications\PEX\HILT\HiltAnswerProducts\PegasModule.cpp,14
HzApplications\PEX\HILT\HiltAnswerProducts\PorosityDensityModule.cpp,24
HzApplications\PEX\HILT\HMCA\TnD\HMCA_PowerSuppliesTnDTaskBase.cpp,9
HzApplications\PEX\HILT\HMCA\TnD\HMCA_ResultAnalysisTnDTask.cpp,18
HzApplications\PEX\HILT\HMCA\TnD\HMCA_TnDTask_PowerUpStatusCheck.cpp,14
HzApplications\PEX\HILT\HMCA\TnD\HMCA_TnDTask_PowerUpStatusCheck.h,27
HzApplications\PEX\HILT\HRCC\HrccAcquisition\HrccCaliperDriverTaskImpl.cpp,20
HzApplications\PEX\HILT\HRCC\HrccCalibration\HrccCaliperAccumTask.cpp,15
HzApplications\PEX\HILT\HRCC\HrccCalibration\HrccCaliperPlusCaliCompTask.cpp,21
HzApplications\PEX\HILT\HRCC\HrccCalibration\HrccCaliperZeroCaliCompTask.cpp,21
HzApplications\PEX\HILT\HRCC\TnD\HRCC_CaliperTnDTask.cpp,37
HzApplications\PEX\HILT\HRCC\TnD\HRCC_PowerSuppliesTnDTask.cpp,9
HzApplications\PEX\HILT\HRCC\TnD\HRCC_PowerUpStatusTnDTask.cpp,13
HzApplications\PEX\HILT\HRCC\TnD\HRCC_PowerUpStatusTnDTask.h,33
HzApplications\PEX\HILT\HRDD\HrddCalibration\HrddBeforeStaAccumTask.cpp,67
HzApplications\PEX\HILT\HRDD\HrddCalibration\HrddBeforeStaAccumTask.h,38
HzApplications\PEX\HILT\HRDD\HrddCalibration\HrddSubAccumTaskImpl.cpp,50
HzApplications\PEX\HILT\HRDD\HrddCalibration\HrddSubAccumTaskImpl.h,47
HzApplications\PEX\HILT\HRDD\HrddComputation\HrddCaliApply.cpp,49
HzApplications\PEX\HILT\HRDD\HrddComputation\HrddCaliApply.h,11
HzApplications\PEX\HILT\HRDD\HrddComputation\HrddInversion.cpp,42
HzApplications\PEX\HILT\HRDD\HrddSimulation\HrddSimModule.cpp,20
HzApplications\PEX\HILT\HRDD\TnD\HRDD_CartridgeTndTask.cpp,24
HzApplications\PEX\HILT\HRDD\TnD\HRDD_CartridgeTndTask.h,14
HzApplications\PEX\HILT\HRDD\TnD\HRDD_HighVoltageTndTask.cpp,21
HzApplications\PEX\HILT\HRDD\TnD\HRDD_HighVoltageTndTask.h,34
HzApplications\PEX\HILT\HRDD\TnD\HRDD_PowerUpStatusTnDTask.cpp,24
HzApplications\PEX\HILT\HRDD\TnD\HRDD_PowerUpStatusTnDTask.h,15
HzApplications\PEX\HILT\HRDD\TnD\HRDD_StabilizationTndTask.h,20
HzApplications\PEX\HILT\MCFL\McflAcquisition\McflFullReadPromTask.cpp,74
HzApplications\PEX\HILT\MCFL\McflAcquisition\McflFullReadPromTask.h,9
HzApplications\PEX\HILT\MCFL\McflAcquisition\McflProm.cpp,34
HzApplications\PEX\HILT\MCFL\McflAcquisition\McflReadPromTask.cpp,74
HzApplications\PEX\HILT\MCFL\McflAcquisition\McflReadPromTask.h,9
HzApplications\PEX\HILT\MCFL\McflAcquisition\McflWritePromTask.cpp,8
HzApplications\PEX\HILT\MCFL\McflCalibration\McflAccumTask.cpp,79
HzApplications\PEX\HILT\MCFL\McflCalibration\McflAccumTask.h,65
HzApplications\PEX\HILT\MCFL\McflSimulation\McflSimModule.cpp,49
HzApplications\PEX\HILT\MCFL\McflSimulation\McflSimModule.h,11
HzApplications\PEX\HILT\MCFL\TnD\MCFL_CalibrationTnDTask.cpp,8
HzApplications\PEX\HILT\MCFL\TnD\MCFL_CartridgeLoopbackTnDTask.cpp,32
HzApplications\PEX\HILT\MCFL\TnD\MCFL_CartridgeLoopbackTnDTask.h,61
HzApplications\PEX\HILT\MCFL\TnD\MCFL_CartridgeSkidAutoTnDTask.h,15
HzApplications\PEX\HILT\MCFL\TnD\MCFL_CartridgeSkidLoopbackTnDTask.cpp,32
HzApplications\PEX\HILT\MCFL\TnD\MCFL_CartridgeSkidLoopbackTnDTask.h,61
HzApplications\PEX\HILT\MCFL\TnD\MCFL_PowerUpStatusTnDTask.cpp,14
HzApplications\PEX\HILT\MCFL\TnD\MCFL_PowerUpStatusTnDTask.h,64
HzApplications\PEX\HILT\MCFL\TnD\MCFL_TestBoxTnDTask.cpp,8
HzApplications\PEX\HILTUnitTest_GTest\HgnsAcqModuleTest.cpp,15
HzApplications\PEX\HILTUnitTest_GTest\HgnsCheckPromCntTnDTaskTest.cpp,13
HzApplications\PEX\HILTUnitTest_GTest\HgnsCheckPromGrTnDTaskTest.cpp,13
HzApplications\PEX\HILTUnitTest_GTest\HgnsCheckShutdownCntTnDTaskTest.cpp,9
HzApplications\PEX\HILTUnitTest_GTest\HgnsCheckShutdownGrTnDTaskTest.cpp,9
HzApplications\PEX\HILTUnitTest_GTest\HgnsTndCntHvTest.cpp,41
HzApplications\PEX\HILTUnitTest_GTest\HgnsTndGrHvTest.cpp,49
HzApplications\PEX\HILTUnitTest_GTest\HmcaAcqModuleTest.cpp,15
HzApplications\PEX\HILTUnitTest_GTest\HrddTelemetryConversionTest.cpp,20
HzApplications\PEX\HILTUnitTest_GTest\OLD_HrddLogSim.cpp,14
HzApplications\PEX\HRGD_LogPlugIn\HRGD_LQCFlagCustomUI.cs,34
HzApplications\PL\PL_CustomTables\PLXPRESS_FlowRatesMultiPassTableDataProvider.cs,274
HzApplications\PL\PL_CustomTables\PLXPRESS_FlowRatesTableDataProvider.cs,120
HzApplications\PL\PL_CustomTables\PLXPRESS_HeaderTableDataProvider.cs,224
HzApplications\PL\PL_CustomTables\PLXPRESS_SpinnerTableDataProvider.cs,110
HzApplications\PL\PL_CustomTables\PLXPRESS_SpinnerTableViewer.cs,71
HzApplications\PL\PL_CustomTables\PLXPRESSCustomTableProperty.cs,158
HzApplications\PL\PLCustomReport\PLCustomTable.cs,413
HzApplications\PL\PLCustomUI\PLOutputTable\PLOutputTable.cs,420
HzApplications\PL\PLCustomUI\PLOutputTableWS\PLOutputTableWS.cs,298
HzApplications\PL\PLDeliverables\GridCell.cs,36
HzApplications\PL\PLDeliverables\PLDelivTableDAssignEditorForm.cs,8
HzApplications\PL\PLDeliverables\PLDelivTableView.cs,18
HzApplications\PL\PLDeliverables\PLSpinCalibTableView.cs,7
HzApplications\PL\PLDeliverables\PLSummaryRecTableView.cs,14
HzApplications\PL\PLWellSiteEnsemble\PL_DfModuleOutputTable.cpp,206
HzApplications\PL\PLWellSiteEnsemble\PL_DfModuleOutputTable.h,40
HzApplications\PL\PLWellSiteEnsemble\PL_DfModuleOutputTableStation.cpp,94
HzApplications\PL\PLWellSiteEnsemble\PL_DfModuleOutputTableStation.h,40
HzApplications\PL\Shared\PLCalibrationPlot\CalPlotWS.cs,76
HzApplications\PL\Shared\PLCalibrationPlot\PLCalibrationPlot.cs,87
HzApplications\PL\Shared\PLCalibrationPlot\stSymbol.cs,11
HzApplications\PNX\Acquisition\PNX_CalibrationHandler.cpp,16
HzApplications\PNX\AppCore\DatCo\PNX_DatCoIndex.h,107
HzApplications\PNX\Calibration\PNX_AccumModuleWaterTank.cpp,38
HzApplications\PNX\Calibration\PNX_CaliAccumData.cpp,18
HzApplications\PNX\Common\PNX_HtmlUtil.cpp,48
HzApplications\PNX\Common\PNX_SALTWrapper.h,14
HzApplications\PNX\Common\PNX_Util.cpp,10
HzApplications\PNX\Common\PNX_XmlLiteWrapper.cpp,56
HzApplications\PNX\Computation\GSH\PNX_DfModGshAnsProd.cpp,14
HzApplications\PNX\PNX_StdAfx.h,22
HzApplications\PNX\Simulation\PNX_SimModule_Gsh.cpp,60
HzApplications\PNX\Simulation\PNX_SimModule_Ic.cpp,60
HzApplications\PNX\Task\PNX_ManCmdSendTask.cpp,11
HzApplications\PNX\Task\PNX_ManCmdSendTask.h,12
HzApplications\PNX\UI\DiagMonitor\DiagMonitorControlBase.cs,7
HzApplications\PNX\UI\DiagMonitor\DiagMonitorDataGauge.cs,16
HzApplications\PNX\UI\DiagMonitor\DiagMonitorFwRunWarnGauge.cs,16
HzApplications\PNX\UI\DiagMonitor\DiagMonitorStatusGauge.cs,17
HzApplications\PNX\UI\DiagMonitor\PNX_DatCoIndex.cs,107
HzApplications\PNX\UI\PngCtrl\PNGCtrl.cs,78
HzApplications\PNX\UI\PngCtrl\PNX_PNGControlPanel.cs,68
HzApplications\PNX\UI\PngCtrl\PNX_RegulationBar.cs,22
HzApplications\PNX\UI\PngCtrl\SetPoint.cs,13
HzApplications\PNX\UI\Simulator\PNX_SimCtrlValueDualTextBox.cs,43
HzApplications\PNX\UI\Simulator\PNX_SimCtrlValueIntegerWithLimits.cs,22
HzApplications\PNX\UI\Simulator\PNX_SimCtrlValueMeanWidthLimits.cs,43
HzApplications\PNX\UI\Simulator\PNX_SimCtrlValueTextBox.cs,22
HzApplications\PNX\UI\Utility\PNX_UIUtil.cs,15
HzApplications\PNX\UnitTest\Test\Acquisition\PNX_AcqModule_GTest.cpp,62
HzApplications\PNX\UnitTest\Test\Calibration\PNX_AccumTaskWaterTank_GTest.cpp,20
HzApplications\PNX\UnitTest\Test\Calibration\PNX_CaliAccumData_GTest.cpp,297
HzApplications\PNX\UnitTest\Test\Simulation\PNX_SimModuleSpng_GTest.cpp,64
HzApplications\PNX\WaveformViewer\PNX_WaveformTransformationModule.cs,12
HzApplications\PowerDrive\Common\PD_AcqModuleBase.h,8
HzApplications\PowerDrive\Common\PD_AssignIndicatorImpl.cpp,11
HzApplications\PowerDrive\Common\PD_BuildRate_DFModule.h,44
HzApplications\PowerDrive\Common\PD_BuildRateRss_DFModule.h,42
HzApplications\PowerDrive\Common\PD_ComputeWellToolfaceImpl.cpp,23
HzApplications\PowerDrive\Common\PD_Description.h,10
HzApplications\PowerDrive\Common\PD_DogLeg_DFModule.h,43
HzApplications\PowerDrive\Common\PD_DogLegRss_DFModule.h,11
HzApplications\PowerDrive\Common\PD_FilterChannelImpl.cpp,23
HzApplications\PowerDrive\Common\PD_GR_BModImpl.h,17
HzApplications\PowerDrive\Common\PD_TransformChannelImpl.cpp,23
HzApplications\PowerDrive\Common\PD_TurnRate_DFModule.h,43
HzApplications\PowerDrive\Common\PD_TurnRateRss_DFModule.h,42
HzApplications\PowerDrive\GPML_CPPUnitTest_GTest\GPML_CPP_ModuleTest.cpp,9487
HzApplications\PowerDrive\GPML_CPPUnitTest_GTest\GPML_CPP_UnitTest.cpp,172
HzApplications\PowerDrive\PDHRT\PDHRT_GR_BModImpl.h,7
HzApplications\PowerDrive\PDHRT\PDHRTUnitTest_GTest\PDHRT_AcqModuleUnitTest.cpp,29
HzApplications\PowerDrive\PDXCEED\PDXceed_675Tool.cpp,30
HzApplications\PowerDrive\PDXCEED\PDXceed_Tool.cpp,10
HzApplications\PowerDrive\PDXTRA\PDARCHER_475Tool.cpp,12
HzApplications\PowerDrive\PDXTRA\PDOrbit_475Tool.cpp,12
HzApplications\PowerDrive\PDXTRA\PDXTRA_1100Tool.cpp,111
HzApplications\PowerDrive\PDXTRA\PDXTRA_1100Tool.h,10
HzApplications\PowerDrive\PDXTRA\PDXTRA_475Tool.cpp,12
HzApplications\PowerDrive\PDXTRA\PDXTRA_675Tool.cpp,22
HzApplications\PowerDrive\PDXTRA\PDXTRA_825Tool.cpp,111
HzApplications\PowerDrive\PDXTRA\PDXTRA_825Tool.h,10
HzApplications\PowerDrive\PDXTRA\PDXTRA_900Tool.cpp,111
HzApplications\PowerDrive\PDXTRA\PDXTRA_900Tool.h,10
HzApplications\PowerDrive\PDXTRA\PDXTRA_Channels.cpp,80
HzApplications\PowerDrive\PDXTRA\PDXTRA_ControlCollarSegment.cpp,7
HzApplications\PowerDrive\PDXTRA\PDXTRA_ReceiverSegment.cpp,7
HzApplications\PowerDrive\PDXTRA\PDXTRA_Tool.cpp,10
HzApplications\PowerDrive\PowerDriveUnitTest_GTest\Fakes\PDFakeAutoConfigDFModuleImpl.h,7
HzApplications\PowerDrive\PowerDriveUnitTest_GTest\PDXCEED_AcqModuleUnitTest.cpp,29
HzApplications\PowerPulse\Equipment\PowerPulseAcqModule.h,36
HzApplications\PowerPulse\Equipment\PowerPulseChannels.h,12
HzApplications\PowerPulse\Equipment\PowerPulseDpointCatalog.cpp,10
HzApplications\PowerPulse\Equipment\PowerPulseMGRToolElement.cpp,8
HzApplications\PowerPulse\Equipment\PowerPulseMSSToolElement.cpp,54
HzApplications\PowerPulse\Equipment\PowerPulseMVCToolElement.cpp,20
HzApplications\PowerPulse\Equipment\PowerPulseTool.cpp,22
HzApplications\PowerPulse\GammaRay\PowerPulseGR_BModImpl.cpp,63
HzApplications\PowerPulse\GammaRay\PowerPulseGR_FMod_RT.cpp,63
HzApplications\PowerPulse\PowerPulseUnitTest_GTest\Fakes\PPFakeAutoConfigDFModuleImpl.cpp,16
HzApplications\PowerPulse\PowerPulseUnitTest_GTest\Fakes\PPFakeAutoConfigDFModuleImpl.h,9
HzApplications\PowerPulse\Rhossili\RhossiliAcqModule.h,9
HzApplications\PowerPulse\Rhossili\RhossiliRVCToolElement.cpp,11
HzApplications\PowerPulse\RhossiliUnitTest_GTest\Fakes\RhossiliFakeAutoConfigDFModuleImpl.cpp,16
HzApplications\PowerPulse\RhossiliUnitTest_GTest\Fakes\RhossiliFakeAutoConfigDFModuleImpl.h,9
HzApplications\PowerPulse\RhossiliUnitTest_GTest\Rhossili_LongSurveyDFModuleUnitTest.cpp,39
HzApplications\PowerPulse\RhossiliUnitTest_GTest\RhossiliShocksDFModulesUnitTest.cpp,95
HzApplications\PowerPulse\TeleScope\TeleScopeAcqModule.h,36
HzApplications\PowerPulse\TeleScope\TeleScopeParameters.h,9
HzApplications\PowerPulse\TeleScope\TeleScopePMGRToolElement.cpp,8
HzApplications\PowerPulse\TeleScope\TeleScopePMVCToolElement.cpp,20
HzApplications\PowerPulse\WOB\PowerPulseMSE_Mod_RT.cpp,23
HzApplications\PPC\Acquisition\EMM_AcqModule.cpp,16
HzApplications\PPC\Acquisition\PPC_AcqModule.cpp,8
HzApplications\PPC\BER\PPC_TORDataArchiveTask.cpp,71
HzApplications\PPC\BER\PPC_TorDataEraseTask.cpp,7
HzApplications\PPC\BER\PPC_TorDataEraseTask.h,53
HzApplications\PPC\Calibration\PPC_AssetMemoryReadTask.cpp,14
HzApplications\PPC\Calibration\PPC_AssetMemoryTaskBase.cpp,7
HzApplications\PPC\Calibration\PPC_AssetMemoryTaskBase.h,27
HzApplications\PPC\Calibration\PPC_CaliComputationModule.cpp,28
HzApplications\PPC\Calibration\PPC_CaliComputationTask.cpp,9
HzApplications\PPC\Calibration\PPC_CaliperAccumTask.cpp,22
HzApplications\PPC\Calibration\PPC_CaliperAccumTask.h,36
HzApplications\PPC\Calibration\PPC_CaliTextFileConversionModule.cpp,11
HzApplications\PPC\Calibration\PPC_LVDT5_CCSAccumModule.cpp,12
HzApplications\PPC\Calibration\PPC_LVDT5_CPWAccumModule.cpp,12
HzApplications\PPC\Calibration\PPC_LVDT5AccumTask.cpp,29
HzApplications\PPC\Calibration\PPC_OBPTask.cpp,84
HzApplications\PPC\Computation\PPC_CaliperCompensationComputation.cpp,44
HzApplications\PPC\Computation\PPC_IRBCModule.cpp,34
HzApplications\PPC\ConversionModule\PPC_DLISCustomWriteModule.cpp,36
HzApplications\PPC\Equipment\PPC_Tool.h,34
HzApplications\PPC\GraphicsModule\PPCBcsModule.cpp,45
HzApplications\PPC\GraphicsModule\PPCBcsModule.h,16
HzApplications\PPC\include\PPC_Hardware.h,36
HzApplications\PPC\ToolControl\PPC_CaliperControlTaskBase.cpp,32
HzApplications\PPC\ToolControl\PPC_CaliperControlTaskBase.h,18
HzApplications\PPC\UI\BoreholeGraphics\BoreholeGraphicsTrackProperty.cs,18
HzApplications\PPC\UI\SimulationUI\PPCSimUICtrl.cs,9
HzApplications\PPC\UnitTest\Computation\PPC_CaliperCompensationCompuation_UT.cpp,12
HzApplications\PPC\UnitTest\Mocks\CalibrationImpl_Mock.cpp,15
HzApplications\PPC\UnitTest\Mocks\CalibrationImpl_Mock.h,9
HzApplications\PPC\UnitTest\Simulation\PPC_SimData_UT.cpp,51
HzApplications\PPC\UnitTest\Simulation\PPC_SimModule_UT.cpp,51
HzApplications\PSP_PL\Common\Acquisition\PSP_ToolRegulator.h,92
